Topic_ID,Created_Year,Created_Month,Topic_Original_Title,Provider_ID,Topic_Desc,Topic_Volume,Topic_Issue,Topic_Counter,Topic_Language,Topic_UID,CategoryID,Topic_Archived
20053,2018,02_Febrero,"Such, Such Were the Joys",1,Officiis nulla doloribus. Illo quas voluptate.,2018,2,0,sp,20053_2,2,1
20054,2018,02_Febrero,Butter In a Lordly Dish,1,Temporibus corporis eaque. Asperiores accusamus sequi.,2018,2,0,sp,20054_2,2,1
20055,2018,02_Febrero,Fear and Trembling,1,Ex eveniet atque. Qui in ipsam.,2018,2,0,sp,20055_2,2,1
20056,2018,02_Febrero,Far From the Madding Crowd,1,Fugit vero corporis. Et quia rerum.,2018,2,0,sp,20056_2,2,1
20057,2018,02_Febrero,The Violent Bear It Away,1,Veniam cumque earum. Consequuntur voluptatum harum.,2018,2,0,sp,20057_2,2,1
20058,2018,02_Febrero,Of Human Bondage,1,Dignissimos esse nostrum. Quasi omnis soluta.,2018,2,0,sp,20058_2,2,1
20059,2018,02_Febrero,A Confederacy of Dunces,1,Aliquid ratione repellendus. Laboriosam amet nesciunt.,2018,2,0,sp,20059_2,2,1
20060,2018,02_Febrero,I Will Fear No Evil,1,Nisi qui qui. Voluptas ratione ducimus.,2018,2,0,sp,20060_2,2,1
20061,2018,03_Marzo,The Man Within,1,Qui et animi. Officia vitae autem.,2018,3,0,sp,20061_2,2,1
20062,2018,03_Marzo,The Glory and the Dream,1,Magnam laudantium repudiandae. Libero veritatis hic.,2018,3,0,sp,20062_2,2,1
20063,2018,03_Marzo,The Far-Distant Oxus,1,Et laudantium officia. Et quaerat perferendis.,2018,3,0,sp,20063_2,2,1
20064,2018,03_Marzo,The Proper Study,1,Recusandae provident sed. Ratione non non.,2018,3,0,sp,20064_2,2,1
20065,2018,03_Marzo,The Violent Bear It Away,1,Molestiae fuga doloremque. Animi quo aliquid.,2018,3,0,sp,20065_2,2,1
20066,2018,03_Marzo,All Passion Spent,1,Facilis nobis nihil. Necessitatibus velit ipsum.,2018,3,0,sp,20066_2,2,1
20067,2018,03_Marzo,Tirra Lirra by the River,1,Iure perferendis quam. Nihil et quaerat.,2018,3,0,sp,20067_2,2,1
20068,2018,03_Marzo,As I Lay Dying,1,Ratione deleniti ea. At aperiam provident.,2018,3,0,sp,20068_2,2,1
20069,2018,03_Marzo,Unweaving the Rainbow,1,Magni similique deserunt. Temporibus ratione quam.,2018,3,0,sp,20069_2,2,1
20070,2018,03_Marzo,By Grand Central Station I Sat Down and Wept,1,Sed amet aperiam. Ipsum deleniti et.,2018,3,0,sp,20070_2,2,1
20071,2018,03_Marzo,A Confederacy of Dunces,1,Et ipsa sequi. Eius in sunt.,2018,3,0,sp,20071_2,2,1
20072,2018,03_Marzo,Some Buried Caesar,1,Vel porro sit. Enim rerum vero.,2018,3,0,sp,20072_2,2,1
20073,2018,03_Marzo,The Wind's Twelve Quarters,1,Qui ut et. Cumque perferendis ipsum.,2018,3,0,sp,20073_2,2,1
20074,2018,03_Marzo,Fame Is the Spur,1,Voluptatem consectetur at. Magnam qui et.,2018,3,0,sp,20074_2,2,1
20075,2018,03_Marzo,Time of our Darkness,1,Veniam nesciunt in. Quae est id.,2018,3,0,sp,20075_2,2,1
20076,2018,03_Marzo,Endless Night,1,Temporibus non et. Ut alias deserunt.,2018,3,0,sp,20076_2,2,1
20077,2018,03_Marzo,"Alone on a Wide, Wide Sea",1,Ex est consequatur. Necessitatibus soluta non.,2018,3,0,sp,20077_2,2,1
20078,2018,03_Marzo,Nine Coaches Waiting,1,Sit odit illo. Quis enim voluptatem.,2018,3,0,sp,20078_2,2,1
20079,2018,03_Marzo,That Good Night,1,Sit nulla quo. Iure ut suscipit.,2018,3,0,sp,20079_2,2,1
20080,2018,03_Marzo,The Line of Beauty,1,Et sapiente quasi. Nam nulla ut.,2018,3,0,sp,20080_2,2,1
20081,2018,03_Marzo,The Heart Is a Lonely Hunter,1,Iusto est et. Eveniet id quia.,2018,3,0,sp,20081_2,2,1
20082,2018,03_Marzo,Moab Is My Washpot,1,Et alias ab. Reiciendis aut ut.,2018,3,0,sp,20082_2,2,1
20083,2018,03_Marzo,Dance Dance Dance,1,Ab deserunt nihil. Fugiat nisi porro.,2018,3,0,sp,20083_2,2,1
20084,2018,03_Marzo,The Moving Finger,1,Optio vel et. Facilis ut aliquid.,2018,3,0,sp,20084_2,2,1
20085,2018,04_Abril,Down to a Sunless Sea,1,Ipsum soluta doloribus. Expedita sed et.,2018,4,0,sp,20085_2,2,1
20086,2018,04_Abril,The Glory and the Dream,1,Quasi autem delectus. Et iste quia.,2018,4,0,sp,20086_2,2,1
20087,2018,04_Abril,The Painted Veil,1,Fuga voluptate occaecati. Ipsum et ex.,2018,4,0,sp,20087_2,2,1
20088,2018,04_Abril,Blue Remembered Earth,1,Necessitatibus labore recusandae. Reiciendis delectus maiores.,2018,4,0,sp,20088_2,2,1
20089,2018,04_Abril,Paths of Glory,1,Et sit distinctio. Eaque neque qui.,2018,4,0,sp,20089_2,2,1
20090,2018,04_Abril,For a Breath I Tarry,1,Dolor laboriosam rerum. Tenetur eius ab.,2018,4,0,sp,20090_2,2,1
20091,2018,04_Abril,When the Green Woods Laugh,1,Et perspiciatis quas. Assumenda est harum.,2018,4,0,sp,20091_2,2,1
20092,2018,04_Abril,The Widening Gyre,1,Nihil voluptatem culpa. Molestiae sed non.,2018,4,0,sp,20092_2,2,1
20093,2018,04_Abril,This Lime Tree Bower,1,Amet quas aut. Commodi totam est.,2018,4,0,sp,20093_2,2,1
20094,2018,04_Abril,The Violent Bear It Away,1,Minus ipsam beatae. Id dolor illo.,2018,4,0,sp,20094_2,2,1
20095,2018,04_Abril,A Catskill Eagle,1,Aut accusantium dolores. Inventore incidunt architecto.,2018,4,0,sp,20095_2,2,1
20096,2018,04_Abril,The Widening Gyre,1,Ut qui illo. Doloribus aut qui.,2018,4,0,sp,20096_2,2,1
20097,2018,04_Abril,Great Work of Time,1,Consequatur odit cum. Occaecati omnis nisi.,2018,4,0,sp,20097_2,2,1
20098,2018,04_Abril,The Golden Bowl,1,Neque quia aperiam. Non impedit voluptatum.,2018,4,0,sp,20098_2,2,1
20099,2018,04_Abril,The Heart Is Deceitful Above All Things,1,Laborum accusamus explicabo. Autem ut et.,2018,4,0,sp,20099_2,2,1
20100,2018,04_Abril,The Parliament of Man,1,Voluptatem laborum aut. Sunt quam sapiente.,2018,4,0,sp,20100_2,2,1
20101,2018,04_Abril,A Darkling Plain,1,Ullam sequi accusamus. Officiis et eos.,2018,4,0,sp,20101_2,2,1
20102,2018,07_Julio,The Waste Land,1,Necessitatibus maiores quis. In officia voluptas.,2018,7,0,sp,20102_2,2,1
20103,2018,07_Julio,The Golden Apples of the Sun,1,Et dolorem in. Vero corporis non.,2018,7,0,sp,20103_2,2,1
20104,2018,07_Julio,When the Green Woods Laugh,1,Quo atque corrupti. Molestiae cupiditate sequi.,2018,7,0,sp,20104_2,2,1
20105,2018,07_Julio,Fair Stood the Wind for France,1,Unde est optio. Cum fugit temporibus.,2018,7,0,sp,20105_2,2,1
20106,2018,07_Julio,Many Waters,1,Ad omnis voluptas. Velit harum laborum.,2018,7,0,sp,20106_2,2,1
20107,2018,07_Julio,Antic Hay,1,Dolores et nam. Non magnam omnis.,2018,7,0,sp,20107_2,2,1
20108,2018,07_Julio,That Good Night,1,Et reiciendis consequuntur. In beatae quas.,2018,7,0,sp,20108_2,2,1
20109,2018,07_Julio,The Last Enemy,1,Qui et tenetur. Dolorem ut temporibus.,2018,7,0,sp,20109_2,2,1
20110,2018,07_Julio,Endless Night,1,Voluptatem in asperiores. Aut itaque minima.,2018,7,0,sp,20110_2,2,1
20111,2018,07_Julio,The Man Within,1,Beatae hic sed. Fugit beatae ipsum.,2018,7,0,sp,20111_2,2,1
20112,2018,07_Julio,A Farewell to Arms,1,Perspiciatis consequuntur quae. Iste nam non.,2018,7,0,sp,20112_2,2,1
20113,2018,07_Julio,The Sun Also Rises,1,Accusantium culpa dolores. Natus nemo eveniet.,2018,7,0,sp,20113_2,2,1
20114,2018,07_Julio,A Confederacy of Dunces,1,Voluptates voluptas et. Sapiente magnam et.,2018,7,0,sp,20114_2,2,1
20115,2018,07_Julio,Stranger in a Strange Land,1,Provident aut rem. Omnis pariatur accusantium.,2018,7,0,sp,20115_2,2,1
20116,2018,07_Julio,"If Not Now, When?",1,Saepe harum sed. Quasi et dicta.,2018,7,0,sp,20116_2,2,1
20117,2018,07_Julio,Time To Murder And Create,1,Quae voluptas corrupti. Iusto aut odit.,2018,7,0,sp,20117_2,2,1
20118,2018,07_Julio,An Acceptable Time,1,Omnis sed a. Iusto fugit impedit.,2018,7,0,sp,20118_2,2,1
20119,2018,08_Agosto,Rosemary Sutcliff,1,Repellat corrupti sunt. Sapiente aspernatur in.,2018,8,0,sp,20119_2,2,1
20120,2018,08_Agosto,The Wives of Bath,1,Rem iure cum. Voluptas perferendis maxime.,2018,8,0,sp,20120_2,2,1
20121,2018,08_Agosto,Waiting for the Barbarians,1,Quia voluptates sit. Veritatis ratione amet.,2018,8,0,sp,20121_2,2,1
20122,2018,08_Agosto,Recalled to Life,1,Ut est dolores. Nihil quos veritatis.,2018,8,0,sp,20122_2,2,1
20123,2018,08_Agosto,Arms and the Man,1,Qui dolorem asperiores. Doloribus libero dicta.,2018,8,0,sp,20123_2,2,1
20124,2018,08_Agosto,Specimen Days,1,Labore vel illo. Doloribus et distinctio.,2018,8,0,sp,20124_2,2,1
20125,2018,08_Agosto,Brandy of the Damned,1,Deleniti ratione voluptatem. In sint rerum.,2018,8,0,sp,20125_2,2,1
20126,2018,08_Agosto,Vile Bodies,1,Nesciunt eius occaecati. Iure asperiores tenetur.,2018,8,0,sp,20126_2,2,1
20127,2018,08_Agosto,Terrible Swift Sword,1,Occaecati eveniet laborum. Maiores vero placeat.,2018,8,0,sp,20127_2,2,1
20128,2018,08_Agosto,"Look Homeward, Angel",1,Nisi ipsa omnis. Id iure voluptas.,2018,8,0,sp,20128_2,2,1
20129,2018,08_Agosto,A Passage to India,1,Incidunt repudiandae autem. Omnis rerum et.,2018,8,0,sp,20129_2,2,1
20130,2018,08_Agosto,The Man Within,1,Cumque officia tempora. Magnam sequi ut.,2018,8,0,sp,20130_2,2,1
20131,2018,08_Agosto,Nine Coaches Waiting,1,Ipsam voluptatum sunt. Dolor et amet.,2018,8,0,sp,20131_2,2,1
20132,2018,08_Agosto,Paths of Glory,1,Quaerat illo aut. Laudantium consequatur dolorem.,2018,8,0,sp,20132_2,2,1
20133,2018,08_Agosto,Shall not Perish,1,Debitis quam expedita. Exercitationem deserunt deleniti.,2018,8,0,sp,20133_2,2,1
20134,2018,08_Agosto,Cover Her Face,1,Culpa accusantium eius. Doloremque ea nobis.,2018,8,0,sp,20134_2,2,1
20135,2018,09_Septiembre,No Highway,1,Cum aut rerum. Eum ducimus necessitatibus.,2018,9,0,sp,20135_2,2,1
20136,2018,09_Septiembre,I Know Why the Caged Bird Sings,1,Dignissimos dicta ad. Consequatur dolores sed.,2018,9,0,sp,20136_2,2,1
20137,2018,09_Septiembre,Unweaving the Rainbow,1,Dolorem quas blanditiis. Optio nam iusto.,2018,9,0,sp,20137_2,2,1
20138,2018,09_Septiembre,Precious Bane,1,Ut accusantium fugiat. Laudantium cum id.,2018,9,0,sp,20138_2,2,1
20139,2018,09_Septiembre,The Daffodil Sky,1,Esse excepturi quia. Quam sint ex.,2018,9,0,sp,20139_2,2,1
20140,2018,09_Septiembre,The Moving Finger,1,Autem harum quo. Ipsa cupiditate velit.,2018,9,0,sp,20140_2,2,1
20141,2018,09_Septiembre,Recalled to Life,1,Dicta dolor aliquid. Est ut velit.,2018,9,0,sp,20141_2,2,1
20142,2018,09_Septiembre,Many Waters,1,Tenetur voluptas magni. Dolores est fugiat.,2018,9,0,sp,20142_2,2,1
20143,2018,09_Septiembre,In a Glass Darkly,1,Sint modi iure. Corporis vero aut.,2018,9,0,sp,20143_2,2,1
20144,2018,09_Septiembre,Frequent Hearses,1,Modi dolor architecto. Placeat reiciendis sunt.,2018,9,0,sp,20144_2,2,1
20145,2018,09_Septiembre,Rosemary Sutcliff,1,Possimus suscipit nihil. Quam rerum numquam.,2018,9,0,sp,20145_2,2,1
20146,2018,09_Septiembre,Consider Phlebas,1,Consequatur non architecto. Itaque alias quaerat.,2018,9,0,sp,20146_2,2,1
20147,2018,09_Septiembre,Where Angels Fear to Tread,1,Minima laborum officia. Cupiditate est molestiae.,2018,9,0,sp,20147_2,2,1
20148,2018,09_Septiembre,Antic Hay,1,Eius et distinctio. Dignissimos qui necessitatibus.,2018,9,0,sp,20148_2,2,1
20149,2018,09_Septiembre,Down to a Sunless Sea,1,Magni ducimus sed. Qui adipisci esse.,2018,9,0,sp,20149_2,2,1
20150,2018,10_Octubre,The Wealth of Nations,1,Quia voluptatem magni. Et officia sit.,2018,10,0,sp,20150_2,2,1
20151,2018,10_Octubre,Fair Stood the Wind for France,1,Possimus adipisci enim. Iste id molestiae.,2018,10,0,sp,20151_2,2,1
20152,2018,10_Octubre,The Moving Finger,1,Pariatur quam doloremque. Suscipit laborum rem.,2018,10,0,sp,20152_2,2,1
20153,2018,10_Octubre,No Highway,1,Eum vel ut. Nam qui illo.,2018,10,0,sp,20153_2,2,1
20154,2018,10_Octubre,For Whom the Bell Tolls,1,Accusamus voluptas unde. Sed rerum hic.,2018,10,0,sp,20154_2,2,1
20155,2018,10_Octubre,Cover Her Face,1,Non magnam quibusdam. Eligendi amet occaecati.,2018,10,0,sp,20155_2,2,1
20156,2018,10_Octubre,Dying of the Light,1,Numquam vel enim. Iusto non quasi.,2018,10,0,sp,20156_2,2,1
20157,2018,10_Octubre,In a Dry Season,1,Nulla earum cupiditate. Mollitia aut amet.,2018,10,0,sp,20157_2,2,1
20158,2018,10_Octubre,Bury My Heart at Wounded Knee,1,Esse ut voluptatem. Qui ullam qui.,2018,10,0,sp,20158_2,2,1
20159,2018,10_Octubre,Arms and the Man,1,Voluptas beatae exercitationem. Distinctio doloremque omnis.,2018,10,0,sp,20159_2,2,1
20160,2018,10_Octubre,The Way of All Flesh,1,Voluptas consequuntur iusto. Consequatur mollitia itaque.,2018,10,0,sp,20160_2,2,1
20161,2018,10_Octubre,I Know Why the Caged Bird Sings,1,Praesentium modi iusto. Nihil veniam vitae.,2018,10,0,sp,20161_2,2,1
20162,2018,10_Octubre,Carrion Comfort,1,Saepe aut soluta. Nemo enim consequatur.,2018,10,0,sp,20162_2,2,1
20163,2018,10_Octubre,Jesting Pilate,1,Mollitia impedit aperiam. Maxime illum quibusdam.,2018,10,0,sp,20163_2,2,1
20164,2018,10_Octubre,"If Not Now, When?",1,Non exercitationem odio. Aut repellat sunt.,2018,10,0,sp,20164_2,2,1
20165,2018,10_Octubre,Time of our Darkness,1,Ut vero magnam. Sint qui repellat.,2018,10,0,sp,20165_2,2,1
20166,2018,10_Octubre,The Green Bay Tree,1,Illum qui officiis. Excepturi perspiciatis qui.,2018,10,0,sp,20166_2,2,1
20167,2018,10_Octubre,Ego Dominus Tuus,1,Odio quidem corporis. Nihil non sed.,2018,10,0,sp,20167_2,2,1
20168,2018,10_Octubre,"Absalom, Absalom!",1,Est mollitia dolorum. Ex facere pariatur.,2018,10,0,sp,20168_2,2,1
20169,2018,11_Noviembre,Pale Kings and Princes,1,Consequatur rem quia. Inventore quo sed.,2018,11,0,sp,20169_2,2,1
20170,2018,11_Noviembre,"Those Barren Leaves, Thrones, Dominations",1,Iusto ab delectus. Sed ducimus quia.,2018,11,0,sp,20170_2,2,1
20171,2018,11_Noviembre,Time To Murder And Create,1,Inventore ratione dolores. Nihil ducimus accusantium.,2018,11,0,sp,20171_2,2,1
20172,2018,11_Noviembre,Consider the Lilies,1,Eos repellendus quidem. Ea accusantium sit.,2018,11,0,sp,20172_2,2,1
20173,2018,11_Noviembre,The Way of All Flesh,1,Reiciendis et ut. Qui ut nisi.,2018,11,0,sp,20173_2,2,1
20174,2018,11_Noviembre,Ring of Bright Water,1,Optio consequatur et. Qui sed atque.,2018,11,0,sp,20174_2,2,1
20175,2018,11_Noviembre,The Far-Distant Oxus,1,Deleniti beatae culpa. Consequatur aut quibusdam.,2018,11,0,sp,20175_2,2,1
20176,2018,11_Noviembre,Death Be Not Proud,1,In vel asperiores. Est reiciendis dolore.,2018,11,0,sp,20176_2,2,1
20177,2018,11_Noviembre,In Death Ground,1,Rerum vero sint. Reprehenderit delectus est.,2018,11,0,sp,20177_2,2,1
20178,2018,11_Noviembre,Where Angels Fear to Tread,1,Aut eum quo. Minima molestias qui.,2018,11,0,sp,20178_2,2,1
20179,2018,11_Noviembre,Tiger! Tiger!,1,Illo adipisci qui. Voluptatibus quaerat labore.,2018,11,0,sp,20179_2,2,1
20180,2018,11_Noviembre,Françoise Sagan,1,Sequi dolorum saepe. Occaecati eum ea.,2018,11,0,sp,20180_2,2,1
20181,2018,11_Noviembre,The Last Temptation,1,Dolores facere vitae. Cum facilis perspiciatis.,2018,11,0,sp,20181_2,2,1
20182,2018,11_Noviembre,Things Fall Apart,1,Ipsa distinctio exercitationem. Et recusandae tempore.,2018,11,0,sp,20182_2,2,1
20183,2018,11_Noviembre,A Glass of Blessings,1,Autem quae sed. In commodi nobis.,2018,11,0,sp,20183_2,2,1
20184,2018,11_Noviembre,The Little Foxes,1,Quae mollitia et. Et harum ipsam.,2018,11,0,sp,20184_2,2,1
20185,2019,02_Febrero,It's a Battlefield,1,Rerum est reiciendis. Ea omnis voluptatem.,2019,2,0,sp,20185_2,2,0
20186,2019,02_Febrero,The Moving Toyshop,1,Ullam eius totam. Amet minus maxime.,2019,2,0,sp,20186_2,2,0
20187,2019,02_Febrero,The Way Through the Woods,1,Nobis eos qui. Vel dolorem delectus.,2019,2,0,sp,20187_2,2,0
20188,2019,02_Febrero,The Last Enemy,1,Natus veritatis sit. Autem rerum quam.,2019,2,0,sp,20188_2,2,0
20189,2019,02_Febrero,From Here to Eternity,1,Ratione esse assumenda. Qui ut eos.,2019,2,0,sp,20189_2,2,0
20190,2019,02_Febrero,Infinite Jest,1,Accusantium a quis. Occaecati sit consectetur.,2019,2,0,sp,20190_2,2,0
20191,2019,02_Febrero,The Wives of Bath,1,Et laudantium amet. Quaerat sed quos.,2019,2,0,sp,20191_2,2,0
20192,2019,02_Febrero,Waiting for the Barbarians,1,Qui nam quis. Ratione inventore libero.,2019,2,0,sp,20192_2,2,0
20193,2019,02_Febrero,Now Sleeps the Crimson Petal,1,Aliquam hic odio. Odio quod animi.,2019,2,0,sp,20193_2,2,0
20194,2019,02_Febrero,Behold the Man,1,Alias ut excepturi. Est delectus voluptas.,2019,2,0,sp,20194_2,2,0
20195,2019,02_Febrero,The Wealth of Nations,1,Nam molestias magni. Possimus nam et.,2019,2,0,sp,20195_2,2,0
20196,2019,02_Febrero,Edna O'Brien,1,Commodi saepe facilis. Dolorum facere reprehenderit.,2019,2,0,sp,20196_2,2,0
20197,2019,02_Febrero,Postern of Fate,1,Aliquam fuga nostrum. Nemo et omnis.,2019,2,0,sp,20197_2,2,0
20198,2019,02_Febrero,Look to Windward,1,Ut deserunt rerum. Et nobis quia.,2019,2,0,sp,20198_2,2,0
20199,2019,02_Febrero,A Farewell to Arms,1,Sed eum et. Ut sint dolor.,2019,2,0,sp,20199_2,2,0
20200,2019,03_Marzo,His Dark Materials,1,Explicabo mollitia minima. Iste et quis.,2019,3,0,sp,20200_2,2,0
20201,2019,03_Marzo,A Scanner Darkly,1,Nihil quos repellat. Officia et illo.,2019,3,0,sp,20201_2,2,0
20202,2019,03_Marzo,I Will Fear No Evil,1,Dolor aut voluptatem. Consequuntur explicabo quos.,2019,3,0,sp,20202_2,2,0
20203,2019,03_Marzo,I Know Why the Caged Bird Sings,1,Ut autem officia. Facilis magni nihil.,2019,3,0,sp,20203_2,2,0
20204,2019,03_Marzo,To Sail Beyond the Sunset,1,Quia nesciunt pariatur. Et accusantium quasi.,2019,3,0,sp,20204_2,2,0
20205,2019,03_Marzo,This Side of Paradise,1,Autem numquam sed. Vitae ut placeat.,2019,3,0,sp,20205_2,2,0
20206,2019,03_Marzo,In Dubious Battle,1,Hic deleniti consequuntur. Voluptates occaecati eos.,2019,3,0,sp,20206_2,2,0
20207,2019,03_Marzo,Tiger! Tiger!,1,Laboriosam voluptate et. Corrupti quidem modi.,2019,3,0,sp,20207_2,2,0
20208,2019,03_Marzo,Tirra Lirra by the River,1,Minima maxime tenetur. Possimus distinctio eos.,2019,3,0,sp,20208_2,2,0
20209,2019,03_Marzo,A Passage to India,1,Minima ut nam. Optio aliquam sit.,2019,3,0,sp,20209_2,2,0
20210,2019,03_Marzo,In Death Ground,1,Ea fugit in. Ut laborum inventore.,2019,3,0,sp,20210_2,2,0
20211,2019,03_Marzo,Fear and Trembling,1,Expedita saepe perferendis. Sint consequatur culpa.,2019,3,0,sp,20211_2,2,0
20212,2019,03_Marzo,Where Angels Fear to Tread,1,Sit sint et. Vero quas necessitatibus.,2019,3,0,sp,20212_2,2,0
20213,2019,03_Marzo,Gone with the Wind,1,Libero nesciunt quia. Rerum quia sit.,2019,3,0,sp,20213_2,2,0
20214,2019,04_Abril,The Little Foxes,1,Qui impedit quae. Quia accusantium reiciendis.,2019,4,0,sp,20214_2,2,0
20215,2019,04_Abril,"The World, the Flesh and the Devil",1,Facilis voluptatem repellendus. Qui in aliquam.,2019,4,0,sp,20215_2,2,0
20216,2019,04_Abril,The Grapes of Wrath,1,Consequuntur impedit perferendis. Aliquid similique quo.,2019,4,0,sp,20216_2,2,0
20217,2019,04_Abril,The Road Less Traveled,1,Placeat qui quae. Error et vel.,2019,4,0,sp,20217_2,2,0
20218,2019,04_Abril,The Line of Beauty,1,Perferendis sed aut. Minima molestiae molestias.,2019,4,0,sp,20218_2,2,0
20219,2019,04_Abril,Precious Bane,1,Nisi explicabo tenetur. Voluptatem a dolor.,2019,4,0,sp,20219_2,2,0
20220,2019,04_Abril,The Parliament of Man,1,Atque labore et. Quis deleniti et.,2019,4,0,sp,20220_2,2,0
20221,2019,04_Abril,Specimen Days,1,Laborum dolor cumque. Iure ex consectetur.,2019,4,0,sp,20221_2,2,0
